State,County,Zip Code,Landfill Name,City,Ownership Type,Year Landfill Opened,Landfill Closure Year,Current Landfill Status,Landfill Design Capacity (tons),Waste in Place (tons),Waste in Place Year,Annual Waste Acceptance Rate (tons per year),Annual Waste Acceptance Year,LFG Generated (mmscfd),,NON HISP,WA,BA,IA,AA,NA,OTHER,TOM,ALUKE010,ALUKE011,HA,,NON HISP,WA,BA,IA,AA,NA,OTHER,TOM,ALUKE010,ALUKE011,HA,,NON HISP,WA,BA,IA,AA,NA,OTHER,TOM,ALUKE010,ALUKE011,HA,,NON HISP,WA,BA,IA,AA,NA,OTHER,TOM,ALUKE010,ALUKE011,HA,,NON HISP,WA,BA,IA,AA,NA,OTHER,TOM,ALUKE010,ALUKE011,HA,20TH PERCENTILE,WA,BA,IA,AA,NA,OTHER,TOM,ALUKE010,ALUKE011,HA,,WA,BA,IA,AA,NA,OTHER,TOM,ALUKE010,ALUKE011,HA,,40TH PERCENTILE,WA,BA,IA,AA,NA,OTHER,TOM,ALUKE010,ALUKE011,HA,,WA,BA,IA,AA,NA,OTHER,TOM,ALUKE010,ALUKE011,HA,,60TH PERCENTILE,WA,BA,IA,AA,NA,OTHER,TOM,ALUKE010,ALUKE011,HA,,WA,BA,IA,AA,NA,OTHER,TOM,ALUKE010,ALUKE011,HA,,80TH PERCENTILE,WA,BA,IA,AA,NA,OTHER,TOM,ALUKE010,ALUKE011,HA,,WA,BA,IA,AA,NA,OTHER,TOM,ALUKE010,ALUKE011,HA,,80TH PERCENTILE,WA,BA,IA,AA,NA,OTHER,TOM,ALUKE010,ALUKE011,HA,,WA,BA,IA,AA,NA,OTHER,TOM,ALUKE010,ALUKE011,HA
CO,Pitkin,81611,Pitkin County Solid Waste Center,Snowmass Village,Public,1964,2042,Open,"2,792,931","2,465,911",,"76,824",,0.194,,0.906042675,0.84920208,0.003227542,0,0.035592613,0,0.002420656,0.015599785,0,0.015599785,0.093957325,,1,1,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,0,0,0,0,1,0,1,1,0,1,1,,,,,,,,,,,,,,0,0,1,0,1,0,0,1,0,0,,,,,,,,,,,,,,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,1,0,0,0,0,0,1,0,1,0,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,0,0,0,1,0,1,0,0,0,0,,,,,,,,,,,
CO,Garfield,81650,West Garfield County Landfill,Rifle,Public,,2041,Open,,,,,,,,0.661056129,0.62934335,0.002456115,0.007729538,0.004117605,0,0,0.017409521,0,0.017409521,0.338943871,,0,1,0,1,0,0,0,0,0,0,1,,,,,,,,,,,,,,0,0,0,1,1,0,0,1,0,1,1,,,,,,,,,,,,,,0,0,0,0,1,1,0,1,0,0,,,,,,,,,,,,,,1,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,0,1,0,0,1,0,0,0,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,,0,0,1,0,0,0,0,0,0,1,,,,,,,,,,,
CO,Eagle,81655,Eagle County Landfill,Wolcott,Public,1967,2039,Open,"5,142,142","2,909,896",2019,"86,847",2019,0.598,,0,0,0,0,0,0,0,0,0,0,1,,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,0,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,
WY,Laramie,82009,Cheyenne Landfill,Cheyenne,Public,1966,2045,Open,"4,410,000","4,147,269",2019,"58,929",2019,0.885,,0.928745486,0.862335222,0.021784446,0.003757964,0.014180441,0.000293591,0.000293591,0.026100232,0,0.026100232,0.071254514,,1,1,0,0,0,0,0,1,0,1,0,,,,,,,,,,,,,,0,0,1,1,1,1,1,1,0,1,1,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,1,1,1,0,1,1,0,1,1,,,,,,,,,,,,,,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,
WY,Laramie,82053,Eastern Laramie County SWDD,Burns,Public,1981,2146,Open,"4,313,909","211,813",2019,"9,189",2019,,,0.945218199,0.917363045,0.025069638,0,0,0,0,0.002785515,0,0.002785515,0.054781801,,1,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,1,1,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,0,0,1,1,1,1,0,1,0,0,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,1,0,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,1,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
WY,Natrona,82636,Casper Balefill,Evansville,Public,1966,2072,Open,"7,383,092","4,272,481",2019,"127,804",2019,0.755,,0.889705882,0.846078431,0.018872549,0,0.011029412,0,0.007352941,0.006372549,0.003676471,0.002696078,0.110294118,,1,1,0,0,0,0,1,0,1,0,0,,,,,,,,,,,,,,0,0,1,0,1,0,1,0,1,0,1,,,,,,,,,,,,,,0,0,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,1,0,,,,,,,,,,,,,,1,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,0,1,,,,,,,,,,,,,,0,0,0,0,0,1,0,1,0,0,,,,,,,,,,,
WY,Campbell,82718,Campbell County Landfill No.2,Gillette,Public,1987,2052,Open,"4,617,270","1,037,054",2019,"51,534",2019,0.325,,0.915027537,0.872990896,0.003334457,0.000674385,0.006219325,0,0.000487056,0.031321419,0,0.031321419,0.084972463,,1,1,0,0,0,0,0,1,0,1,0,,,,,,,,,,,,,,0,1,0,1,1,0,1,1,0,1,1,,,,,,,,,,,,,,0,0,0,0,1,0,0,1,0,0,,,,,,,,,,,,,,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,1,0,1,1,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,0,0,0,1,0,0,0,1,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,1,0,,,,,,,,,,,
WY,Sheridan,82801,Sheridan Existing Landfill,Sheridan,Public,1984,,Open,"1,160,005","400,637",2008,"38,430",2007,,,0.953850951,0.906961335,0.002299657,0.020073277,0.007912379,0,0,0.016604303,0,0.016604303,0.046149049,,1,1,0,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,1,0,1,1,0,0,1,0,1,1,,,,,,,,,,,,,,0,0,0,0,1,1,0,1,0,0,,,,,,,,,,,,,,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,1,0,0,0,0,0,1,0,1,1,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,1,0,0,0,0,0,0,0,,,,,,,,,,,
ID,Bannock,83204,Fort Hall Mine Landfill,Pocatello,Public,1943,2060,Open,"4,262,089","3,519,131",2019,"111,509",2019,,,0.924524279,0.854325462,0.005330206,0.033313789,0.014711369,0,0.002558499,0.014284953,0.001066041,0.013218912,0.075475721,,1,1,0,1,0,0,1,0,1,0,0,,,,,,,,,,,,,,0,0,0,1,1,0,1,1,1,1,1,,,,,,,,,,,,,,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,1,1,0,0,0,0,1,0,1,0,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,0,1,,,,,,,,,,,,,,0,0,1,0,0,1,0,1,0,0,,,,,,,,,,,
ID,Butte,83213,Butte County Arco Sanitary Landfill,Arco,Public,,2022,Open,,,,"3,250",2000,,,0.917164179,0.914925373,0.002238806,0,0,0,0,0,0,0,0.082835821,,1,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,1,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,0,0,1,1,1,1,1,1,1,0,,,,,,,,,,,,,,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
ID,Bingham,83221,Bingham County Landfill-Ridge Road,Blackfoot,Public,1987,2002,Closed,,,,"16,900",2000,,,0.828608534,0.750723562,0.004823748,0.047606679,0.007235622,0.000111317,0.000705009,0.017402597,0,0.017402597,0.171391466,,1,1,0,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,0,1,1,1,1,1,0,1,1,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,1,0,0,0,0,1,0,0,0,,,,,,,,,,,,,,0,0,0,1,0,1,0,0,1,0,,,,,,,,,,,,,,0,0,1,0,1,0,0,0,0,1,,,,,,,,,,,
ID,Butte,83244,Butte County Howe Landfill,Howe,Public,,,Open,,,,"3,250",2000,,,0.963333333,0.96,0.003333333,0,0,0,0,0,0,0,0.036666667,,1,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,1,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,0,0,1,1,1,1,1,1,1,0,,,,,,,,,,,,,,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
ID,Oneida,83252,Oneida County Sanitary Landfill,Malad City,Unknown,1981,2002,Closed,,,,"2,080",2000,,,0.95463965,0.933456136,0.001151278,0.001611789,0,0,0,0.018420447,0,0.018420447,0.04536035,,1,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,1,0,1,0,0,0,1,0,1,1,,,,,,,,,,,,,,0,0,0,1,1,1,0,1,0,0,,,,,,,,,,,,,,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,1,0,1,0,0,0,1,0,1,0,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
ID,Bear Lake,83254,Bear Lake County Landfill,Montpelier,Public,1973,2042,Open,,,,"6,500",2000,,,0.961928239,0.935086278,0.008490824,0,0.006299644,0,0.007395234,0.004656259,0,0.004656259,0.038071761,,1,1,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,0,1,0,0,1,0,1,0,0,0,1,,,,,,,,,,,,,,0,0,1,0,1,0,0,1,0,0,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,1,0,,,,,,,,,,,,,,0,1,0,1,0,0,0,0,0,1,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,0,0,0,1,0,0,0,0,,,,,,,,,,,
ID,Franklin,83263,Franklin County Sanitary Landfill,Preston,Public,1968,2007,Closed,,,,"3,640",2000,,,0.927682092,0.901120564,0.003631459,0.006847894,0.00103756,0.000207512,0,0.014837103,0,0.014837103,0.072317908,,1,1,0,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,1,0,1,0,1,0,1,0,1,1,,,,,,,,,,,,,,0,0,0,0,0,1,0,1,0,0,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,1,1,0,1,0,0,1,0,1,0,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,0,0,1,0,1,0,0,0,0,0,,,,,,,,,,,
ID,Bingham,83274,Bingham County / Fielding / Goshen Landfill,Shelley,Public,,2000,Closed,,,,"39,000",2000,,,0.884491534,0.845746338,0,0.001661992,0.001973616,0.001765867,0,0.033343721,0,0.033343721,0.115508466,,1,1,0,0,0,1,0,1,0,1,0,,,,,,,,,,,,,,0,0,0,1,0,1,0,1,0,1,1,,,,,,,,,,,,,,0,1,0,0,0,1,0,1,0,0,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,1,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,1,0,0,0,0,0,0,1,,,,,,,,,,,,,,0,0,0,0,1,0,1,0,1,0,,,,,,,,,,,
ID,Twin Falls,83301,Hub Butte Landfill,Twin Falls,Public,1994,,Open,,,,"52,000",2000,,,0.831635856,0.775252878,0.011614928,0.006086502,0.022288106,0.000592954,0,0.015800488,0,0.015800488,0.168364144,,1,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,1,1,1,1,0,1,0,1,1,,,,,,,,,,,,,,0,0,0,0,0,1,0,1,0,0,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,1,0,0,0,0,1,0,1,0,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,1,0,1,0,0,0,0,1,,,,,,,,,,,
ID,Cassia,83318,Milner Butte Landfill,Burley,Public,1994,2050,Open,"17,462,989","4,487,390",2019,"260,042",2019,,,0.694663219,0.665569531,0.001057952,0.009580346,0.006700364,0.000235101,0,0.011519925,0,0.011519925,0.305336781,,0,1,0,1,0,0,0,0,0,0,1,,,,,,,,,,,,,,0,0,0,1,1,1,0,0,0,0,1,,,,,,,,,,,,,,0,0,0,0,0,1,0,1,0,0,,,,,,,,,,,,,,1,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,0,1,0,0,1,0,1,0,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,1,0,1,0,0,0,0,1,,,,,,,,,,,
ID,Bonneville,83402,Bonneville County Landfill,Idaho Falls,Public,1993,,Open,,,,"52,000",2000,,,0.811355163,0.770384179,0.005633004,0.004863025,0.010901281,0.001742584,0.000243151,0.01758794,0.000486302,0.017101637,0.188644837,,0,1,0,0,0,1,0,0,0,0,1,,,,,,,,,,,,,,0,0,0,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,1,0,0,0,0,1,0,1,0,,,,,,,,,,,,,,0,0,1,1,0,1,0,0,0,0,,,,,,,,,,,,,,0,0,0,0,1,0,0,1,0,1,,,,,,,,,,,
ID,Teton,83422,Teton County Landfill,Driggs,Public,1980,2007,Closed,,,,"1,820",2000,,,0.839430894,0.80952381,0,0.021777003,0,0,0,0.008130081,0,0.008130081,0.160569106,,1,1,0,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,0,0,1,,,,,,,,,,,,,,0,1,0,1,1,1,0,1,0,0,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,1,0,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,1,0,0,0,0,0,0,1,,,,,,,,,,,
ID,Fremont,83429,Island Park Sanitary Landfill,Island Park,Public,1980,,Open,"75,000","50,000",2009,"1,560",2000,,,1,0.978805395,0,0,0,0,0,0.021194605,0,0.021194605,0,,1,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,1,1,0,0,0,0,0,1,0,1,0,,,,,,,,,,,,,,0,1,1,1,1,1,0,1,0,1,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,1,0,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
ID,Fremont,83445,St. Anthony Landfill,St Anthony,Public,1965,,Open,"100,000","75,000",2009,"4,380",2008,,,0.865708932,0.82923173,0.001499063,0.001249219,0.002998126,0.010243598,0,0.020487196,0,0.020487196,0.134291068,,1,1,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,0,0,0,1,0,1,0,1,0,1,1,,,,,,,,,,,,,,0,0,0,0,0,1,0,1,0,0,,,,,,,,,,,,,,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,1,0,1,1,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,1,0,,,,,,,,,,,,,,0,0,0,0,1,0,0,0,0,1,,,,,,,,,,,
ID,Jefferson,83450,Circular Butte Sanitary LF,Terreton,Public,1996,2050,Open,"1,394,090","548,967",2014,"23,400",2000,0.138,,0.824840764,0.819532909,0,0.003184713,0,0,0,0.002123142,0,0.002123142,0.175159236,,1,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,0,0,1,,,,,,,,,,,,,,0,1,0,1,1,1,0,1,0,0,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,1,0,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,
ID,Jefferson,83450,Mud Lake Landfill,Terreton,Public,1970,1996,Closed,,"313,070",1996,"8,894",1996,,,0.824840764,0.819532909,0,0.003184713,0,0,0,0.002123142,0,0.002123142,0.175159236,,1,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,0,0,1,,,,,,,,,,,,,,0,1,0,1,1,1,0,1,0,0,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,1,0,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,
ID,Lemhi,83467,Lemhi County Landfill 1,Salmon,Public,1980,,Open,,,,"9,100",2000,,,0.969895917,0.930344275,0.000480384,0.002722178,0,0,0,0.036349079,0,0.036349079,0.030104083,,1,1,0,0,0,0,0,1,0,1,0,,,,,,,,,,,,,,1,1,0,1,0,0,0,1,0,1,0,,,,,,,,,,,,,,0,0,0,1,1,1,0,1,0,0,,,,,,,,,,,,,,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,1,0,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,1,0,,,,,,,,,,,
ID,Lemhi,83467,Lemhi County Landfill 2,Salmon,Public,1993,2015,Closed,,,,"4,160",2000,,,0.969895917,0.930344275,0.000480384,0.002722178,0,0,0,0.036349079,0,0.036349079,0.030104083,,1,1,0,0,0,0,0,1,0,1,0,,,,,,,,,,,,,,1,1,0,1,0,0,0,1,0,1,0,,,,,,,,,,,,,,0,0,0,1,1,1,0,1,0,0,,,,,,,,,,,,,,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,1,0,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,1,0,,,,,,,,,,,
ID,Adams,83612,Goodrich Landfill,Council,Public,,,Open,,,,"3,250",2000,,,0.977685522,0.944473275,0.008303062,0.014530358,0,0,0,0.010378827,0,0.010378827,0.022314478,,1,1,0,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,1,1,0,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,0,1,1,1,0,1,0,0,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,1,0,0,0,0,1,0,1,1,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,1,0,0,0,0,0,0,0,,,,,,,,,,,
ID,Elmore,83623,Glenns Ferry Landfill,Glenns Ferry,Public,1958,2050,Open,,,,"2,860",2000,,,0.782928624,0.735099338,0,0.044885946,0,0,0,0.002943341,0,0.002943341,0.217071376,,0,1,0,1,0,0,0,0,0,0,1,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,0,0,1,,,,,,,,,,,,,,0,1,0,1,1,1,0,1,0,0,,,,,,,,,,,,,,1,0,0,0,0,0,1,0,1,0,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,1,0,0,0,0,0,0,1,,,,,,,,,,,
ID,Boise,83631,Boise County Warm Springs Municipal Landfill,Idaho City,Private,,,Closed,,,,,2000,,,0.965635739,0.941580756,0,0.01489118,0,0,0,0.009163803,0,0.009163803,0.034364261,,1,1,0,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,1,0,1,0,0,0,0,0,0,1,,,,,,,,,,,,,,0,1,0,1,1,1,0,1,0,0,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,1,1,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,1,0,0,0,0,0,0,0,,,,,,,,,,,
ID,Elmore,83647,Bennett Road Landfill,Mountain Home,Public,1988,2070,Open,,,,"4,420",2000,,,0.841275168,0.740747843,0.024880153,0.012655801,0.023394056,0.003547459,0.000671141,0.035378715,0.000431448,0.034947267,0.158724832,,1,1,0,1,0,1,0,1,0,1,0,,,,,,,,,,,,,,0,0,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,1,0,1,0,1,0,0,0,0,,,,,,,,,,,,,,0,0,1,0,1,0,1,1,1,1,,,,,,,,,,,
ID,Payette,83661,Clay Peak Landfill,Payette,Public,1993,2085,Open,,"977,483",2007,"79,917",2007,,,0.796096972,0.755758978,0.001911277,0.012373001,0,0.001307716,0,0.024746001,0,0.024746001,0.203903028,,0,1,0,1,0,0,0,1,0,1,1,,,,,,,,,,,,,,0,0,0,1,0,1,0,1,0,1,1,,,,,,,,,,,,,,0,0,0,1,0,1,0,1,0,0,,,,,,,,,,,,,,1,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,1,0,,,,,,,,,,,,,,0,0,1,0,1,0,0,0,0,1,,,,,,,,,,,
ID,Canyon,83686,Pickles Butte SLF,Nampa,Public,1983,2035,Open,"9,506,240","5,402,843",2019,"302,428",2019,0.989,,0.829450083,0.779338792,0.004308672,0.009209532,0.008168099,0.001490678,0.004635396,0.022298912,0.002205387,0.020093525,0.170549917,,1,1,0,1,0,0,1,0,1,0,0,,,,,,,,,,,,,,0,0,0,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,0,1,0,0,1,0,1,0,,,,,,,,,,,,,,0,0,1,0,1,1,0,1,0,1,,,,,,,,,,,
ID,Ada,83714,Ada County Landfill,Boise,Public,1972,2100,Open,"51,609,362","15,194,709",2019,"487,950",2019,6.74,,0.926046129,0.891341036,0.003591674,0.002380025,0.005192782,0,0,0.023540612,0.001644381,0.021896231,0.073953871,,1,1,0,0,0,0,0,0,1,0,0,,,,,,,,,,,,,,0,1,0,1,1,0,0,1,1,1,1,,,,,,,,,,,,,,0,0,0,0,1,1,0,0,0,0,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,1,1,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,1,0,0,0,1,0,1,1,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,,,,,,,,,,,
ID,Elmore,83716,Simco Road Regional Landfill,Mayfield,Private,2000,2166,Open,"38,945,263","2,711,473",2019,"159,949",2019,0.556,,0.938836172,0.800102892,0.015948325,0,0.077112153,0,0,0.045672802,0.008345719,0.037327084,0.061163828,,1,1,0,0,1,0,0,1,1,1,0,,,,,,,,,,,,,,0,0,1,0,1,0,0,1,1,1,1,,,,,,,,,,,,,,0,0,1,0,1,1,0,0,0,0,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,0,0,0,1,0,0,1,1,1,0,,,,,,,,,,,
ID,Boundary,83805,Boundary County Landfill,Bonners Ferry,Public,1971,2022,Open,,,,"3,731",2000,,,0.949885057,0.899425287,0.006666667,0.016551724,0.011954023,0.004712644,0,0.010574713,0,0.010574713,0.050114943,,1,1,0,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,0,1,0,1,1,1,0,0,0,0,1,,,,,,,,,,,,,,0,0,0,0,0,1,0,1,0,0,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,1,1,0,0,0,0,1,0,1,1,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,1,0,1,0,0,0,0,0,,,,,,,,,,,
ID,Kootenai,83814,Fighting Creek Farm Landfill,Coeur d' Alene,Public,1993,2040,Open,"3,619,622","3,351,888",2019,"182,671",2019,1.9,,0.950582275,0.91080611,0.002608893,0.008166969,0.007675439,0.000567151,0.001663642,0.019094071,0.00015124,0.018942831,0.049417725,,1,1,0,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,1,0,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,0,0,0,1,0,0,1,1,1,0,,,,,,,,,,,,,,0,0,1,0,1,1,0,0,0,0,,,,,,,,,,,
ID,Latah,83843,Latah Sanitary Landfill,Moscow,Private,1971,1993,Closed,,,,"78,000",,,,0.954494923,0.882568739,0.014303713,0.011969169,0.02560587,0.000444675,0.000185281,0.019417476,0.000259394,0.019158082,0.045505077,,1,1,0,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,1,1,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,0,0,0,0,0,1,1,1,1,0,,,,,,,,,,,,,,0,0,1,1,1,0,0,0,0,0,,,,,,,,,,,
