State,County,Current Landfill Status,Landfill Design Capacity (tons),Waste in Place (tons),Waste in Place Year,State and County,,,,,,,,
NV,Douglas,Closed,,,1998,NV Douglas,0,,,,,,,
NV,Elko,Open,"15,324,750","1,699,249",2019,NV Elko,1699249,,,,,,,
NV,Elko,Open,,,,NV Elko,,,,,,,,
NV,Esmeralda,Open,,,,NV Esmeralda,0,,,,,,,
NV,Eureka,Open,,,,NV Eureka,0,,,,,,,
NV,Humboldt,Closed,,"174,642",,NV Humboldt,174642,,,,,,,
NV,Lander,Open,,,,NV Lander,0,,,,,,,
NV,Lander,Closed,,,,NV Lander,,,,,,,,
NV,Lincoln,Open,,,,NV Lincoln,0,,,,,,,
NV,Lincoln,Open,,,,NV Lincoln,,,,,,,,
NV,Mineral,Open,,,,NV Mineral,0,,,,,,,
NV,Nye,Open,,,,NV Nye,0,,,,,,,
NV,Nye,Closed,,,,NV Nye,,,,,,,,
NV,Nye,Open,,,,NV Nye,,,,,,,,
NV,Nye,Open,,,,NV Nye,,,,,,,,
NV,Nye,Open,,,,NV Nye,,,,,,,,
NV,Nye,Open,,,,NV Nye,,,,,,,,
NV,Pershing,Open,,,,NV Pershing,0,,,,,,,
NV,Storey,Open,"318,092,721","43,302,080",2019,NV Storey,43302080,,,,,,,
NV,White Pine,Open,,,,NV White Pine,0,,,,,,,
NY,Albany,Open,"11,676,706","9,692,956",2019,NY Albany,17920069,,,,,,,
NY,Albany,Open,"10,473,750","8,227,113",2019,NY Albany,,,,,,,,
NY,Allegany,Closed,"390,000","360,199",,NY Allegany,7149994,,,,,,,
NY,Allegany,Open,"11,451,199","6,789,795",2019,NY Allegany,,,,,,,,
NY,Bronx,Closed,"10,816,000",,,NY Bronx,0,,,,,,,
NY,Broome,Open,"19,126,564","8,409,140",2019,NY Broome,8409140,,,,,,,
NY,Cayuga,Closed,"3,039,619","2,873,774",2019,NY Cayuga,2873774,,,,,,,
NY,Chautauqua,Open,"8,839,738","7,789,015",2019,NY Chautauqua,7789015,,,,,,,
NY,Chemung,Open,"12,712,701","5,360,469",2019,NY Chemung,5360469,,,,,,,
NY,Chenango,Closed,,,,NY Chenango,0,,,,,,,
NY,Chenango,Open,"1,104,009",,,NY Chenango,,,,,,,,
NY,Chenango,Closed,,,,NY Chenango,,,,,,,,
NY,Clinton,Open,"9,627,227","5,193,487",2019,NY Clinton,5193487,,,,,,,
NY,Cortland,Open,"2,170,496","1,706,653",2019,NY Cortland,1706653,,,,,,,
NY,Cortland,Closed,,,,NY Cortland,,,,,,,,
NY,Delaware,Open,,"908,000",2006,NY Delaware,908000,,,,,,,
NY,Erie,Open,"16,022,743","13,243,924",2019,NY Erie,22595497,,,,,,,
NY,Erie,Closed,,"2,352,773",,NY Erie,,,,,,,,
NY,Erie,Closed,,"5,998,800",,NY Erie,,,,,,,,
NY,Erie,Closed,,"1,000,000",,NY Erie,,,,,,,,
NY,Essex,Unknown,,,,NY Essex,0,,,,,,,
NY,Essex,Closed,,,,NY Essex,,,,,,,,
NY,Franklin,Open,"3,714,052","1,912,015",2019,NY Franklin,1912015,,,,,,,
NY,Fulton,Closed,"5,209,974","5,209,974",1989,NY Fulton,8277703,,,,,,,
NY,Fulton,Open,"10,638,978","3,067,729",2019,NY Fulton,,,,,,,,
NY,Herkimer,Closed,"2,025,347","2,025,347",1993,NY Herkimer,2025347,,,,,,,
NY,Jefferson,Open,"21,340,155","6,484,724",2019,NY Jefferson,7864724,,,,,,,
NY,Jefferson,Closed,,"1,380,000",,NY Jefferson,,,,,,,,
NY,Kings,Closed,"18,720,000",,,NY Kings,0,,,,,,,
NY,Kings,Closed,"5,808,400",,,NY Kings,,,,,,,,
NY,Livingston,Closed,,"5,212,000",,NY Livingston,5212000,,,,,,,
NY,Madison,Open,"9,863,424","1,972,740",2019,NY Madison,1972740,,,,,,,
NY,Monroe,Open,"70,539,073","24,338,458",2019,NY Monroe,38143404,,,,,,,
NY,Monroe,Open,"40,423,919","13,804,946",2019,NY Monroe,,,,,,,,
NY,Montgomery,Closed,,"733,505",,NY Montgomery,733505,,,,,,,
NY,Nassau,Closed,,"6,500,000",,NY Nassau,11461000,,,,,,,
NY,Nassau,Closed,,"2,800,000",,NY Nassau,,,,,,,,
NY,Nassau,Closed,,"2,161,000",,NY Nassau,,,,,,,,
NY,Niagara,Open,"29,326,500","21,379,511",2019,NY Niagara,39506866,,,,,,,
NY,Niagara,Open,"22,822,752","18,127,355",2019,NY Niagara,,,,,,,,
NY,Oneida,Open,"27,037,508","3,392,848",2019,NY Oneida,3392848,,,,,,,
NY,Onondaga,Closed,,,,NY Onondaga,1700000,,,,,,,
NY,Onondaga,Closed,,,,NY Onondaga,,,,,,,,
NY,Onondaga,Closed,,,,NY Onondaga,,,,,,,,
NY,Onondaga,Closed,,,,NY Onondaga,,,,,,,,
NY,Onondaga,Closed,,,,NY Onondaga,,,,,,,,
NY,Onondaga,Closed,,"1,700,000",,NY Onondaga,,,,,,,,
NY,Ontario,Open,"19,634,655","16,545,573",2019,NY Ontario,16545573,,,,,,,
NY,Orange,Closed,"5,946,885","5,946,885",2003,NY Orange,9940200,,,,,,,
NY,Orange,Closed,"3,993,315","3,993,315",1990,NY Orange,,,,,,,,
NY,Orleans,Closed,,"1,734,043",,NY Orleans,1734043,,,,,,,
NY,Oswego,Open,"2,756,249","2,459,170",2019,NY Oswego,2459170,,,,,,,
NY,Putnam,Closed,,"141,790",,NY Putnam,141790,,,,,,,
NY,Queens,Closed,"5,187,263","5,187,042",1991,NY Queens,5187042,,,,,,,
NY,Rensselaer,Closed,,"1,500,000",,NY Rensselaer,1500000,,,,,,,
NY,Richmond,Closed,"4,140,104","4,140,104",1980,NY Richmond,139591049,,,,,,,
NY,Richmond,Closed,"135,450,945","135,450,945",2001,NY Richmond,,,,,,,,
NY,Rockland,Closed,,"1,200,000",,NY Rockland,1200000,,,,,,,
NY,Saratoga,Closed,,"1,406,308",,NY Saratoga,7306114,,,,,,,
NY,Saratoga,Closed,,"1,451,997",,NY Saratoga,,,,,,,,
NY,Saratoga,Closed,,,,NY Saratoga,,,,,,,,
NY,Saratoga,Open,"8,396,639","2,318,213",2019,NY Saratoga,,,,,,,,
NY,Saratoga,Closed,,"2,129,596",,NY Saratoga,,,,,,,,
NY,Schenectady,Closed,,,,NY Schenectady,0,,,,,,,
NY,Schenectady,Closed,,,,NY Schenectady,,,,,,,,
NY,Seneca,Open,"64,866,690","47,161,988",2019,NY Seneca,47161988,,,,,,,
NY,Steuben,Open,"54,401,467","3,605,487",2019,NY Steuben,3605487,,,,,,,
NY,Suffolk,Closed,"12,119,783","8,000,000",,NY Suffolk,32215214,,,,,,,
NY,Suffolk,Closed,,"8,100,000",,NY Suffolk,,,,,,,,
NY,Suffolk,Closed,,"1,000,000",,NY Suffolk,,,,,,,,
NY,Suffolk,Closed,,"3,800,000",,NY Suffolk,,,,,,,,
NY,Suffolk,Closed,"5,512,500","5,512,500",1989,NY Suffolk,,,,,,,,
NY,Suffolk,Closed,,,,NY Suffolk,,,,,,,,
NY,Suffolk,Closed,,"1,102,714",1995,NY Suffolk,,,,,,,,
NY,Suffolk,Closed,,"3,000,000",,NY Suffolk,,,,,,,,
NY,Suffolk,Closed,,"1,700,000",,NY Suffolk,,,,,,,,
NY,Sullivan,Closed,,,,NY Sullivan,2793653,,,,,,,
NY,Sullivan,Closed,"4,392,423","2,793,653",2009,NY Sullivan,,,,,,,,
NY,Tompkins,Closed,,,,NY Tompkins,0,,,,,,,
NY,Ulster,Closed,,"15,000",,NY Ulster,167500,,,,,,,
NY,Ulster,Closed,,"52,500",,NY Ulster,,,,,,,,
NY,Ulster,Closed,,"100,000",,NY Ulster,,,,,,,,
NY,Warren,Closed,,"1,597,197",,NY Warren,2000197,,,,,,,
NY,Warren,Closed,,"403,000",,NY Warren,,,,,,,,
NY,Westchester,Closed,"10,023,234","10,023,234",1985,NY Westchester,10023234,,,,,,,
NY,Wyoming,Closed,,"2,000,000",,NY Wyoming,2000000,,,,,,,
OH,Ashland,Closed,,"1,099,797",,OH Ashland,1099797,,,,,,,
OH,Ashtabula,Open,"16,976,129","5,799,579",2019,OH Ashtabula,5799579,,,,,,,
OH,Athens,Open,"16,813,125","4,834,322",2019,OH Athens,4834322,,,,,,,
OH,Auglaize,Closed,,"1,142,214",,OH Auglaize,1142214,,,,,,,
OH,Brown,Open,"70,798,800","8,399,726",2019,OH Brown,8399726,,,,,,,
OH,Butler,Closed,"1,700,000","489,308",,OH Butler,3289308,,,,,,,
OH,Butler,Closed,,"2,800,000",1990,OH Butler,,,,,,,,
OH,Clark,Closed,"2,160,370","2,160,370",1984,OH Clark,6881294,,,,,,,
OH,Clark,Closed,,"4,720,924",,OH Clark,,,,,,,,
OH,Clinton,Open,"780,000","734,611",2006,OH Clinton,734611,,,,,,,
OH,Columbiana,Closed,,"1,037,357",,OH Columbiana,1037357,,,,,,,
OH,Coshocton,Open,"12,389,997","1,554,746",2019,OH Coshocton,1554746,,,,,,,
OH,Crawford,Open,"17,769,360","5,816,811",2019,OH Crawford,5816811,,,,,,,
OH,Cuyahoga,Closed,,"132,050",2005,OH Cuyahoga,21853392,,,,,,,
OH,Cuyahoga,Closed,,"2,985,302",,OH Cuyahoga,,,,,,,,
OH,Cuyahoga,Closed,"14,052,405","10,051,720",1996,OH Cuyahoga,,,,,,,,
OH,Cuyahoga,Closed,"4,188,783","4,188,783",,OH Cuyahoga,,,,,,,,
OH,Cuyahoga,Closed,"4,495,548","4,495,537",2004,OH Cuyahoga,,,,,,,,
OH,Defiance,Open,"10,752,153","4,321,903",2019,OH Defiance,4321903,,,,,,,
OH,Erie,Open,"6,980,834","4,779,921",2019,OH Erie,4779921,,,,,,,
OH,Fairfield,Open,"24,400,542","9,813,048",2019,OH Fairfield,9813048,,,,,,,
OH,Franklin,Closed,,"2,664,190",,OH Franklin,30111690,,,,,,,
OH,Franklin,Open,"96,748,841","25,610,176",2019,OH Franklin,,,,,,,,
OH,Franklin,Closed,,"1,837,324",1985,OH Franklin,,,,,,,,
OH,Gallia,Open,"2,064,334","1,663,353",2019,OH Gallia,1663353,,,,,,,
OH,Geauga,Closed,"3,324,569","1,687,097",1993,OH Geauga,1687096.759,,,,,,,
OH,Greene,Closed,"2,962,080","2,962,080",1990,OH Greene,2962080,,,,,,,
OH,Hamilton,Open,,,,OH Hamilton,73067907,,,,,,,
OH,Hamilton,Closed,"9,940,805","9,782,593",1998,OH Hamilton,,,,,,,,
OH,Hamilton,Open,"165,063,026","63,285,314",2019,OH Hamilton,,,,,,,,
OH,Hancock,Open,"8,327,549","3,000,000",2014,OH Hancock,3000000,,,,,,,
OH,Henry,Closed,"1,336,292","1,336,287",2013,OH Henry,1336287,,,,,,,
OH,Holmes,Closed,,"648,641",,OH Holmes,648641,,,,,,,
OH,Huron,Closed,,"805,525",1998,OH Huron,805525,,,,,,,
OH,Jackson,Open,"27,116,982","7,607,848",2019,OH Jackson,7607848,,,,,,,
OH,Jefferson,Open,"75,254,145","18,966,807",2019,OH Jefferson,18966807,,,,,,,
OH,Lake,Open,"14,947,352","8,721,258",2019,OH Lake,8721258,,,,,,,
OH,Logan,Open,"25,927,834","14,472,315",2019,OH Logan,14472315,,,,,,,
OH,Lorain,Open,"54,712,100","41,359,122",2019,OH Lorain,41359122,,,,,,,
OH,Lucas,Open,"10,095,593","7,385,536",2019,OH Lucas,7385536,,,,,,,
OH,Mahoning,Open,"57,366,110","37,695,461",2019,OH Mahoning,49774586,,,,,,,
OH,Mahoning,Closed,"5,030,000","1,920,000",2009,OH Mahoning,,,,,,,,
OH,Mahoning,Closed,"2,903,285","2,903,275",2009,OH Mahoning,,,,,,,,
OH,Mahoning,Open,"19,478,357","7,255,850",2019,OH Mahoning,,,,,,,,
OH,Mercer,Open,,"3,254,344",2019,OH Mercer,3254344,,,,,,,
OH,Montgomery,Closed,,"6,150,000",,OH Montgomery,18088043,,,,,,,
OH,Montgomery,Open,"15,861,049","11,938,043",2019,OH Montgomery,,,,,,,,
OH,Muskingum,Closed,"1,020,000","626,649",1993,OH Muskingum,626649,,,,,,,
OH,Ottawa,Open,"17,874,378","10,639,067",2019,OH Ottawa,10639067,,,,,,,
OH,Perry,Open,"47,538,475","13,931,016",2019,OH Perry,24568009,,,,,,,
OH,Perry,Open,"29,166,888","10,636,993",2019,OH Perry,,,,,,,,
OH,Pike,Open,"20,649,694","5,207,302",2019,OH Pike,5207302,,,,,,,
OH,Portage,Closed,"9,962,415","9,962,403",1993,OH Portage,9962403,,,,,,,
OH,Preble,Open,"2,756,250","1,407,817",2019,OH Preble,1407817,,,,,,,
OH,Putnam,Closed,,"531,308",,OH Putnam,531308,,,,,,,
OH,Richland,Open,"30,033,660","15,322,161",2019,OH Richland,15322161,,,,,,,
OH,Ross,Closed,,"1,332,511",,OH Ross,1332511,,,,,,,
OH,Seneca,Closed,"1,916,728","1,916,728",1993,OH Seneca,19776774,,,,,,,
OH,Seneca,Open,"35,722,859","17,860,046",2019,OH Seneca,,,,,,,,
OH,Stark,Open,"116,872,775","35,259,696",2019,OH Stark,62924197,,,,,,,
OH,Stark,Open,"72,068,769","24,782,837",2019,OH Stark,,,,,,,,
OH,Stark,Closed,"4,740,812","2,881,664",1990,OH Stark,,,,,,,,
OH,Summit,Closed,"6,771,970","6,771,969",2002,OH Summit,6771969,,,,,,,
OH,Trumbull,Closed,,"5,167,297",,OH Trumbull,5167297,,,,,,,
OH,Tuscarawas,Open,"40,731,297","16,087,293",2019,OH Tuscarawas,16087293,,,,,,,
OH,Warren,Closed,"9,901,695","9,660,190",1999,OH Warren,9660190,,,,,,,
OH,Washington,Closed,,"38,480",1988,OH Washington,38480,,,,,,,
OH,Wayne,Closed,"2,526,277","2,526,277",2005,OH Wayne,2526277,,,,,,,
OH,Williams,Open,"28,770,689","8,060,484",2019,OH Williams,8060484,,,,,,,
OH,Wood,Open,"20,545,616","14,438,651",2019,OH Wood,15567569,,,,,,,
OH,Wood,Open,"1,488,259","1,128,918",2014,OH Wood,,,,,,,,
OH,Wyandot,Open,"33,816,719","11,320,470",2019,OH Wyandot,11320470,,,,,,,
OK,Adair,Open,,"877,185",,OK Adair,877185,,,,,,,
OK,Beckham,Open,,,,OK Beckham,0,,,,,,,
OK,Beckham,Open,,,,OK Beckham,,,,,,,,
OK,Canadian,Open,"3,307,500","2,965,717",2019,OK Canadian,2965717,,,,,,,
OK,Carter,Open,"18,645,326","4,262,210",2019,OK Carter,4262210,,,,,,,
OK,Comanche,Open,,"5,733,000",2020,OK Comanche,5733000,,,,,,,
OK,Garfield,Open,"4,851,000","2,948,536",2019,OK Garfield,2948536,,,,,,,
OK,Garvin,Open,,,,OK Garvin,0,,,,,,,
OK,Grady,Open,"4,531,275","143,325",2016,OK Grady,4209909,,,,,,,
OK,Grady,Open,,"4,066,584",2019,OK Grady,,,,,,,,
OK,Kay,Open,"2,795,544","1,554,751",2019,OK Kay,1554751,,,,,,,
OK,Lincoln,Open,"1,499,055","1,310,489",2019,OK Lincoln,1310489,,,,,,,
OK,Major,Open,"5,534,550","3,514,943",2019,OK Major,3514943,,,,,,,
OK,McClain,Open,"4,285,258","2,857,352",2019,OK McClain,2857352,,,,,,,
OK,McCurtain,Closed,,,,OK McCurtain,0,,,,,,,
OK,McCurtain,Open,,,,OK McCurtain,,,,,,,,
OK,Muskogee,Open,"4,260,169","3,823,462",2019,OK Muskogee,3823462,,,,,,,
OK,Oklahoma,Open,"22,268,205","20,993,621",2019,OK Oklahoma,54793517,,,,,,,
OK,Oklahoma,Closed,"1,650,282","1,650,282",1992,OK Oklahoma,,,,,,,,
OK,Oklahoma,Open,,"14,120,663",2019,OK Oklahoma,,,,,,,,
OK,Oklahoma,Open,"41,991,349","18,028,951",2019,OK Oklahoma,,,,,,,,
OK,Okmulgee,Open,"1,464,374","958,872",2019,OK Okmulgee,958872,,,,,,,
OK,Osage,Open,"14,959,047","9,280,099",2019,OK Osage,11936696,,,,,,,
OK,Osage,Open,"13,608,819","2,656,597",2019,OK Osage,,,,,,,,
OK,Payne,Closed,"1,375,235","1,375,235",1994,OK Payne,5510398,,,,,,,
OK,Payne,Open,"5,668,800","4,135,163",2019,OK Payne,,,,,,,,
OK,Pittsburg,Open,"2,856,049","1,819,516",2019,OK Pittsburg,1819516,,,,,,,
OK,Pittsburg,Open,,,,OK Pittsburg,,,,,,,,
OK,Pottawatomie,Closed,,"162,847",,OK Pottawatomie,1377391,,,,,,,
OK,Pottawatomie,Open,"3,705,336","1,214,544",2019,OK Pottawatomie,,,,,,,,
OK,Seminole,Open,"2,349,866","963,238",2018,OK Seminole,963238,,,,,,,
OK,Sequoyah,Open,"2,161,857","1,413,418",2019,OK Sequoyah,1413418,,,,,,,
OK,Tulsa,Closed,,,,OK Tulsa,16885974,,,,,,,
OK,Tulsa,Open,"24,613,395","16,885,974",2019,OK Tulsa,,,,,,,,
OK,Wagoner,Closed,"4,926,940","4,926,940",2003,OK Wagoner,8663071,,,,,,,
OK,Wagoner,Open,"16,467,428","3,736,131",,OK Wagoner,,,,,,,,
OK,Woodward,Open,,"982,633",,OK Woodward,982633,,,,,,,
OR,Baker,Open,,,,OR Baker,0,,,,,,,
OR,Baker,Open,,,,OR Baker,,,,,,,,
OR,Benton,Open,"39,154,705","16,817,397",2019,OR Benton,16817397,,,,,,,
OR,Clackamas,Closed,"3,060,523","3,060,522",1983,OR Clackamas,3060522,,,,,,,
OR,Crook,Open,"79,128,886","1,567,781",2019,OR Crook,1567781,,,,,,,
OR,Deschutes,Open,"23,274,878","4,220,048",2019,OR Deschutes,4220048,,,,,,,
OR,Douglas,Closed,"5,200,890","3,708,193",2019,OR Douglas,3708193,,,,,,,
OR,Gilliam,Open,"391,644,390","58,676,037",2019,OR Gilliam,58676037,,,,,,,
OR,Harney,Open,,,,OR Harney,0,,,,,,,
OR,Jackson,Open,"76,698,382","8,139,716",2019,OR Jackson,9690062.525,,,,,,,
OR,Jackson,Closed,"1,550,347","1,550,347",1998,OR Jackson,,,,,,,,
OR,Klamath,Open,,,,OR Klamath,1000000,,,,,,,
OR,Klamath,Closed,,"1,000,000",2001,OR Klamath,,,,,,,,
OR,Lake,Open,,,,OR Lake,0,,,,,,,
OR,Lane,Open,"43,141,052","9,774,128",2019,OR Lane,9774128,,,,,,,
OR,Malheur,Open,,,,OR Malheur,0,,,,,,,
OR,Morrow,Open,"85,014,551","13,264,077",2019,OR Morrow,13264077,,,,,,,
OR,Multnomah,Closed,"14,001,750","14,000,000",1991,OR Multnomah,14000000,,,,,,,
OR,Umatilla,Open,,,,OR Umatilla,625000,,,,,,,
OR,Umatilla,Open,,"125,000",,OR Umatilla,,,,,,,,
OR,Umatilla,Closed,,"500,000",,OR Umatilla,,,,,,,,
OR,Wallowa,Open,,,,OR Wallowa,0,,,,,,,
OR,Wasco,Open,"18,373,145","9,893,480",2019,OR Wasco,9893480,,,,,,,
OR,Yamhill,Open,,"16,558,361",2019,OR Yamhill,16558361,,,,,,,
PA,Adams,Closed,,"22,078,368",,PA Adams,22078368,,,,,,,
PA,Adams,Closed,,,,PA Adams,,,,,,,,
PA,Allegheny,Open,"39,259,959","23,317,918",2019,PA Allegheny,57010423,,,,,,,
PA,Allegheny,Open,,"4,345,241",2019,PA Allegheny,,,,,,,,
PA,Allegheny,Closed,,"3,000,000",,PA Allegheny,,,,,,,,
PA,Allegheny,Open,"24,628,785","19,759,441",2019,PA Allegheny,,,,,,,,
PA,Allegheny,Open,"16,687,706","6,587,823",2019,PA Allegheny,,,,,,,,
PA,Armstrong,Closed,,,,PA Armstrong,0,,,,,,,
PA,Armstrong,Closed,,,,PA Armstrong,,,,,,,,
PA,Beaver,Open,"4,054,000","1,891,462",2018,PA Beaver,1891462,,,,,,,
PA,Bedford,Open,"5,921,698","2,408,319",2019,PA Bedford,2408319,,,,,,,
PA,Berks,Open,"39,177,762","35,187,511",2019,PA Berks,60354209,,,,,,,
PA,Berks,Open,"12,034,669","9,994,912",2019,PA Berks,,,,,,,,
PA,Berks,Open,"21,540,776","10,321,196",2010,PA Berks,,,,,,,,
PA,Berks,Open,,"4,850,590",2019,PA Berks,,,,,,,,
PA,Bradford,Open,"3,946,817","3,440,584",2019,PA Bradford,3440584,,,,,,,
PA,Bucks,Open,,,,PA Bucks,112020447,,,,,,,
PA,Bucks,Open,"105,107,575","65,613,970",2016,PA Bucks,,,,,,,,
PA,Bucks,Closed,,"46,406,477",2017,PA Bucks,,,,,,,,
PA,Butler,Open,"6,168,881","4,571,620",2019,PA Butler,16189917,,,,,,,
PA,Butler,Open,,"11,618,297",2019,PA Butler,,,,,,,,
PA,Cambria,Closed,,,,PA Cambria,7737813,,,,,,,
PA,Cambria,Open,"34,585,920","7,737,813",2019,PA Cambria,,,,,,,,
PA,Chester,Open,"4,047,057","3,129,198",2019,PA Chester,3129198,,,,,,,
PA,Clarion,Closed,"4,628,164","4,349,195",,PA Clarion,4349195,,,,,,,
PA,Clinton,Open,"18,808,679","4,402,952",2019,PA Clinton,4402952,,,,,,,
PA,Cumberland,Open,"18,646,491","12,600,745",2019,PA Cumberland,13000745,,,,,,,
PA,Cumberland,Closed,,"400,000",,PA Cumberland,,,,,,,,
PA,Dauphin,Closed,"13,809,980","13,809,980",,PA Dauphin,13809980,,,,,,,
PA,Elk,Open,"59,784,189","24,402,801",2019,PA Elk,24402801,,,,,,,
PA,Erie,Open,"37,723,990","17,274,948",2019,PA Erie,17274948,,,,,,,
PA,Fayette,Open,"5,069,721","4,581,515",2019,PA Fayette,4581515,,,,,,,
PA,Fayette,Closed,,,,PA Fayette,,,,,,,,
PA,Fayette,Closed,,,,PA Fayette,,,,,,,,
PA,Franklin,Open,"24,873,975","12,778,397",2019,PA Franklin,24062689,,,,,,,
PA,Franklin,Closed,,,,PA Franklin,,,,,,,,
PA,Franklin,Open,"21,882,949","11,284,292",2019,PA Franklin,,,,,,,,
PA,Greene,Closed,,,,PA Greene,0,,,,,,,
PA,Greene,Closed,,,,PA Greene,,,,,,,,
PA,Indiana,Open,"10,003,535","3,613,181",2019,PA Indiana,3613181,,,,,,,
PA,Indiana,Closed,,,,PA Indiana,,,,,,,,
PA,Lackawanna,Open,"49,078,436","23,575,187",2019,PA Lackawanna,74101217,,,,,,,
PA,Lackawanna,Closed,,"3,000,000",1990,PA Lackawanna,,,,,,,,
PA,Lackawanna,Closed,"53,528,453","47,526,030",2019,PA Lackawanna,,,,,,,,
PA,Lancaster,Closed,,352,,PA Lancaster,28129302,,,,,,,
PA,Lancaster,Open,"20,803,562","13,216,943",2019,PA Lancaster,,,,,,,,
PA,Lancaster,Open,"18,435,575","14,912,007",2019,PA Lancaster,,,,,,,,
PA,Lebanon,Open,"4,979,408","4,715,066",2019,PA Lebanon,4715066,,,,,,,
PA,Lycoming,Open,"14,217,665","11,397,322",2019,PA Lycoming,11397322,,,,,,,
PA,McKean,Open,"5,446,632","3,136,594",2019,PA McKean,3136594,,,,,,,
PA,Mifflin,Closed,"553,792","553,792",2005,PA Mifflin,553792,,,,,,,
PA,Montgomery,Closed,,"3,600,000",,PA Montgomery,14186848,,,,,,,
PA,Montgomery,Closed,"12,348,919","10,586,848",2005,PA Montgomery,,,,,,,,
PA,Northampton,Open,"12,825,787","9,487,127",2019,PA Northampton,39357978,,,,,,,
PA,Northampton,Closed,"8,606,071","8,477,825",2019,PA Northampton,,,,,,,,
PA,Northampton,Open,"23,579,638","21,393,026",2019,PA Northampton,,,,,,,,
PA,Perry,Closed,,"5,907",,PA Perry,5907,,,,,,,
PA,Schuylkill,Open,"18,882,817","5,564,197",2010,PA Schuylkill,9288251,,,,,,,
PA,Schuylkill,Closed,"4,274,000","3,724,054",2010,PA Schuylkill,,,,,,,,
PA,Somerset,Open,"11,405,702","6,611,635",2019,PA Somerset,24899693,,,,,,,
PA,Somerset,Closed,"35,229,816","8,487,347",2013,PA Somerset,,,,,,,,
PA,Somerset,Open,"13,182,546","9,800,711",2019,PA Somerset,,,,,,,,
PA,Tioga,Unknown,,,,PA Tioga,0,,,,,,,
PA,Washington,Open,"42,740,690","14,680,462",2019,PA Washington,14680462,,,,,,,
PA,Washington,Closed,,,,PA Washington,,,,,,,,
PA,Wayne,Closed,,"1,000,000",1998,PA Wayne,1000000,,,,,,,
PA,Westmoreland,Open,"12,457,846","10,072,799",2019,PA Westmoreland,25994845,,,,,,,
PA,Westmoreland,Closed,,,,PA Westmoreland,,,,,,,,
PA,Westmoreland,Closed,,,,PA Westmoreland,,,,,,,,
PA,Westmoreland,Closed,,"398,041",,PA Westmoreland,,,,,,,,
PA,Westmoreland,Open,"21,625,452","9,122,502",2019,PA Westmoreland,,,,,,,,
PA,Westmoreland,Open,"29,292,041","6,401,503",2019,PA Westmoreland,,,,,,,,
PA,York,Open,"37,301,113","34,181,239",2019,PA York,34935376,,,,,,,
PA,York,Closed,"10,000,000","754,137",,PA York,,,,,,,,
PR,Aguadilla,Closed,,,,PR Aguadilla,0,,,,,,,
PR,Anasco,Open,,,,PR Anasco,0,,,,,,,
PR,Arecibo,Open,,"5,898,254",2019,PR Arecibo,5898254,,,,,,,
PR,Arroyo,Closed,,,,PR Arroyo,0,,,,,,,
PR,Barranquitas,Open,,,,PR Barranquitas,0,,,,,,,
PR,Cabo Rojo,Open,"2,756,250","1,095,725",2014,PR Cabo Rojo,1095725,,,,,,,
PR,Carolina,Open,"4,635,164","4,221,171",2019,PR Carolina,4221171,,,,,,,
PR,Cayey,Closed,,"1,000,000",,PR Cayey,1000000,,,,,,,
PR,Culebra,Open,,,,PR Culebra,0,,,,,,,
PR,Fajardo,Open,"5,354,361","5,211,904",2019,PR Fajardo,5211904,,,,,,,
PR,Florida,Closed,,,,PR Florida,0,,,,,,,
PR,Guayanilla,Open,,,,PR Guayanilla,0,,,,,,,
PR,Guaynabo,Closed,,"3,413,566",2008,PR Guaynabo,3413566,,,,,,,
PR,Hormigueros,Open,,,,PR Hormigueros,0,,,,,,,
PR,Humacao,Open,"48,449,881","21,614,288",2019,PR Humacao,21614288,,,,,,,
PR,Isabela,Open,,,,PR Isabela,0,,,,,,,
PR,Jayuya,Open,,,,PR Jayuya,0,,,,,,,
PR,Juana Diaz,Open,,,,PR Juana Diaz,0,,,,,,,
PR,Juncos,Closed,"3,000,000","2,700,000",2009,PR Juncos,2700000,,,,,,,
PR,Lajas,Open,,,,PR Lajas,0,,,,,,,
PR,Mayaguez,Open,,"3,724,761",2017,PR Mayaguez,3724761,,,,,,,
PR,Moca,Open,,,,PR Moca,0,,,,,,,
PR,Penuelas,Open,,,,PR Penuelas,0,,,,,,,
PR,Ponce,Open,"19,252,402","10,504,601",2019,PR Ponce,10504601,,,,,,,
PR,Salinas,Open,"7,163,445","3,654,479",2019,PR Salinas,3654479,,,,,,,
PR,San Juan,Closed,,"12,442,815",2001,PR San Juan,12442815,,,,,,,
PR,Toa Alta,Closed,"2,950,206",,,PR Toa Alta,0,,,,,,,
PR,Toa Baja,Open,,"11,349,796",2019,PR Toa Baja,11349796,,,,,,,
PR,Vega Baja,Closed,,,,PR Vega Baja,0,,,,,,,
PR,Vieques,Open,,,,PR Vieques,0,,,,,,,
PR,Yabucoa,Closed,,,,PR Yabucoa,0,,,,,,,
PR,Yauco,Closed,"1,881,022","1,730,150",2017,PR Yauco,1730150,,,,,,,
RI,Bristol,Closed,,"400,000",,RI Bristol,400000,,,,,,,
RI,Newport,Closed,,,,RI Newport,0,,,,,,,
RI,Providence,Open,"40,537,696","39,002,254",2019,RI Providence,40002254,,,,,,,
RI,Providence,Closed,,"1,000,000",,RI Providence,,,,,,,,
RI,Washington,Closed,,,,RI Washington,0,,,,,,,
SC,Abbeville,Closed,,,,SC Abbeville,0,,,,,,,
