State,County,Current Landfill Status,Landfill Design Capacity (tons),Waste in Place (tons),Waste in Place Year,State and County,,,,,,,,
KY,Fayette,Closed,"4,645,852","4,645,849",1995,KY Fayette,,,,,,,,
KY,Floyd,Closed,,"346,320",,KY Floyd,346320,,,,,,,
KY,Franklin,Open,"14,532,731","5,907,003",2019,KY Franklin,5907003,,,,,,,
KY,Grant,Closed,"10,897,843","10,278,710",2019,KY Grant,10278710,,,,,,,
KY,Graves,Open,"6,231,067","2,240,753",2019,KY Graves,2240753,,,,,,,
KY,Greenup,Open,"28,651,850","6,564,983",2019,KY Greenup,6564983,,,,,,,
KY,Hardin,Open,"6,007,632","4,363,691",2019,KY Hardin,4363691,,,,,,,
KY,Hopkins,Open,"10,459,790","3,938,468",2019,KY Hopkins,3938468,,,,,,,
KY,Jefferson,Open,"100,589,374","36,812,118",2019,KY Jefferson,36812118,,,,,,,
KY,Laurel,Open,"17,258,752","7,782,161",2019,KY Laurel,7782161,,,,,,,
KY,Lincoln,Open,"29,530,103","7,793,438",2019,KY Lincoln,7793438,,,,,,,
KY,Logan,Closed,,"5,821,567",2015,KY Logan,5821567,,,,,,,
KY,Madison,Closed,,,,KY Madison,0,,,,,,,
KY,Marshall,Open,"1,321,513","1,321,513",2007,KY Marshall,1321513,,,,,,,
KY,Mason,Open,"6,423,080","3,152,740",2007,KY Mason,3152740,,,,,,,
KY,McCracken,Closed,,"1,718,758",,KY McCracken,1718758,,,,,,,
KY,Montgomery,Open,"8,312,659","5,277,706",2019,KY Montgomery,5277706,,,,,,,
KY,Nelson,Open,"1,882,910","1,746,706",2019,KY Nelson,1746706,,,,,,,
KY,Ohio,Open,"17,815,366","7,756,206",2019,KY Ohio,7756206,,,,,,,
KY,Pendleton,Open,"11,563,621","6,830,229",2019,KY Pendleton,6830229,,,,,,,
KY,Perry,Closed,,,,KY Perry,0,,,,,,,
KY,Pike,Open,"3,600,616","2,019,437",2019,KY Pike,2019437,,,,,,,
KY,Pulaski,Closed,,"1,255,031",,KY Pulaski,1255031,,,,,,,
KY,Rowan,Open,"7,980,806","2,375,887",2019,KY Rowan,2375887,,,,,,,
KY,Scott,Open,"3,361,120","3,124,667",2019,KY Scott,3124667,,,,,,,
KY,Spencer,Closed,,"1,295,153",,KY Spencer,1295153,,,,,,,
KY,Trimble,Open,"28,372,681","18,352,643",2019,KY Trimble,18352643,,,,,,,
KY,Union,Closed,"5,811,240","2,022,653",2015,KY Union,2022653,,,,,,,
KY,Whitley,Closed,,"429,000",,KY Whitley,429000,,,,,,,
LA,Acadia,Open,"5,512,304","1,575,435",2019,LA Acadia,1575435,,,,,,,
LA,Allen,Open,"32,991,602","3,741,382",2019,LA Allen,3741382,,,,,,,
LA,Ascension,Open,"27,975,238","15,926,358",2019,LA Ascension,15926358,,,,,,,
LA,Caddo,Open,"36,860,519","11,538,212",2019,LA Caddo,11538212,,,,,,,
LA,Calcasieu,Closed,"9,000,000","973,484",,LA Calcasieu,973484,,,,,,,
LA,De Soto,Open,"2,585,443","2,043,172",2019,LA De Soto,2043172,,,,,,,
LA,East Baton Rouge,Closed,"9,751,669","8,464,219",1993,LA East Baton Rouge,20551533,,,,,,,
LA,East Baton Rouge,Open,"24,404,049","12,087,314",2019,LA East Baton Rouge,,,,,,,,
LA,Jefferson,Closed,,"7,407,540",,LA Jefferson,49190656,,,,,,,
LA,Jefferson,Closed,"7,662,037","3,066,630",,LA Jefferson,,,,,,,,
LA,Jefferson,Open,"23,495,250","15,303,544",2019,LA Jefferson,,,,,,,,
LA,Jefferson,Open,"50,494,500","23,412,942",2019,LA Jefferson,,,,,,,,
LA,Jefferson Davis,Open,"14,493,900","11,078,324",2019,LA Jefferson Davis,11078324,,,,,,,
LA,La Salle,Closed,"24,740,719","4,450,423",2019,LA La Salle,4450423,,,,,,,
LA,Lafayette,Closed,,"2,000,000",,LA Lafayette,2000000,,,,,,,
LA,Lincoln,Closed,"472,439","90,079",,LA Lincoln,90079,,,,,,,
LA,Livingston,Closed,,,,LA Livingston,20033175,,,,,,,
LA,Livingston,Open,"43,406,439","20,033,175",2019,LA Livingston,,,,,,,,
LA,Orleans,Closed,"4,817,400","3,080,527",1992,LA Orleans,6647982,,,,,,,
LA,Orleans,Closed,,"3,567,455",,LA Orleans,,,,,,,,
LA,Ouachita,Open,"27,442,027","8,024,835",2019,LA Ouachita,11415761,,,,,,,
LA,Ouachita,Open,"25,734,793","3,390,926",2019,LA Ouachita,,,,,,,,
LA,Plaquemines,Closed,"466,667","134,856",,LA Plaquemines,134856,,,,,,,
LA,Pointe Coupee,Open,"4,407,022","1,658,673",2019,LA Pointe Coupee,1658673,,,,,,,
LA,Sabine,Open,,"3,905,069",2019,LA Sabine,3905069,,,,,,,
LA,St. James,Closed,"671,358","51,628",,LA St. James,51628,,,,,,,
LA,St. Landry,Open,"4,079,250","2,622,567",2019,LA St. Landry,2622567,,,,,,,
LA,St. Mary,Open,"4,968,382","2,446,131",2019,LA St. Mary,2446131,,,,,,,
LA,St. Tammany,Closed,"415,904","408,980",,LA St. Tammany,408980,,,,,,,
LA,Tangipahoa,Open,"8,941,531","4,541,957",2019,LA Tangipahoa,4541957,,,,,,,
LA,Tensas,Open,"15,761,336","1,192,959",2019,LA Tensas,1192959,,,,,,,
LA,Terrebonne,Closed,"1,588,774","963,058",,LA Terrebonne,963058,,,,,,,
LA,Union,Open,"2,460,875","1,666,956",2019,LA Union,1666956,,,,,,,
LA,Vermilion,Open,"1,804,865","500,000",2009,LA Vermilion,500000,,,,,,,
LA,Washington,Open,"2,446,645","1,141,295",2019,LA Washington,1141295,,,,,,,
LA,Webster,Open,"16,489,490","3,183,290",2019,LA Webster,3183290,,,,,,,
LA,West Carroll,Open,,"128,513",,LA West Carroll,128513,,,,,,,
MA,Barnstable,Closed,,"2,000,000",,MA Barnstable,3230354,,,,,,,
MA,Barnstable,Open,"2,339,393","1,000,000",2000,MA Barnstable,,,,,,,,
MA,Barnstable,Closed,,"230,354",,MA Barnstable,,,,,,,,
MA,Barnstable,Closed,,,,MA Barnstable,,,,,,,,
MA,Bristol,Closed,,"900,000",,MA Bristol,17033016,,,,,,,
MA,Bristol,Closed,,"1,000,000",,MA Bristol,,,,,,,,
MA,Bristol,Open,"1,897,158","1,807,000",2013,MA Bristol,,,,,,,,
MA,Bristol,Closed,"6,849,871","5,736,457",2014,MA Bristol,,,,,,,,
MA,Bristol,Closed,"3,600,000","3,600,000",1994,MA Bristol,,,,,,,,
MA,Bristol,Closed,"4,966,660","3,989,559",2019,MA Bristol,,,,,,,,
MA,Essex,Closed,,,,MA Essex,7788394,,,,,,,
MA,Essex,Open,"8,537,210","7,788,394",2019,MA Essex,,,,,,,,
MA,Hampden,Open,,"3,220,880",2016,MA Hampden,17091374,,,,,,,
MA,Hampden,Closed,,"1,000,000",,MA Hampden,,,,,,,,
MA,Hampden,Closed,"16,150,632","12,870,494",2019,MA Hampden,,,,,,,,
MA,Hampden,Closed,,,,MA Hampden,,,,,,,,
MA,Hampden,Closed,,,,MA Hampden,,,,,,,,
MA,Hampshire,Closed,,"525,096",,MA Hampshire,11970980,,,,,,,
MA,Hampshire,Closed,"7,885,454","6,437,059",2013,MA Hampshire,,,,,,,,
MA,Hampshire,Closed,"808,307","808,307",2007,MA Hampshire,,,,,,,,
MA,Hampshire,Closed,"2,900,522","2,900,518",2013,MA Hampshire,,,,,,,,
MA,Hampshire,Closed,"1,604,516","1,300,000",2010,MA Hampshire,,,,,,,,
MA,Middlesex,Closed,,"1,335,800",,MA Middlesex,3646350,,,,,,,
MA,Middlesex,Closed,,"711,360",,MA Middlesex,,,,,,,,
MA,Middlesex,Closed,,,,MA Middlesex,,,,,,,,
MA,Middlesex,Closed,,"1,500,000",,MA Middlesex,,,,,,,,
MA,Middlesex,Closed,"108,190","99,190",2007,MA Middlesex,,,,,,,,
MA,Nantucket,Open,,"890,568",,MA Nantucket,890568,,,,,,,
MA,Norfolk,Closed,,"1,000,000",1998,MA Norfolk,10238367,,,,,,,
MA,Norfolk,Closed,"7,426,271","7,426,271",1998,MA Norfolk,,,,,,,,
MA,Norfolk,Closed,,,,MA Norfolk,,,,,,,,
MA,Norfolk,Closed,,"1,812,096",,MA Norfolk,,,,,,,,
MA,Plymouth,Closed,,"442,139",1988,MA Plymouth,12095422,,,,,,,
MA,Plymouth,Closed,,"1,259,650",,MA Plymouth,,,,,,,,
MA,Plymouth,Closed,"4,961,250","4,700,000",1997,MA Plymouth,,,,,,,,
MA,Plymouth,Closed,"3,080,528","3,080,527",1992,MA Plymouth,,,,,,,,
MA,Plymouth,Closed,,,,MA Plymouth,,,,,,,,
MA,Plymouth,Closed,,,,MA Plymouth,,,,,,,,
MA,Plymouth,Closed,"774,189","774,189",,MA Plymouth,,,,,,,,
MA,Plymouth,Open,"2,147,534","1,838,917",2019,MA Plymouth,,,,,,,,
MA,Suffolk,Closed,"2,640,488","1,812,179",1980,MA Suffolk,1812179,,,,,,,
MA,Worcester,Open,"13,056,471","12,922,896",2019,MA Worcester,26854207,,,,,,,
MA,Worcester,Closed,,"2,000,000",,MA Worcester,,,,,,,,
MA,Worcester,Closed,,,,MA Worcester,,,,,,,,
MA,Worcester,Closed,"4,964,599","3,845,319",2015,MA Worcester,,,,,,,,
MA,Worcester,Closed,"6,000,000","5,305,992",2018,MA Worcester,,,,,,,,
MA,Worcester,Open,,,,MA Worcester,,,,,,,,
MA,Worcester,Closed,,"2,780,000",2005,MA Worcester,,,,,,,,
MA,Worcester,Closed,,,,MA Worcester,,,,,,,,
MD,Allegany,Open,"3,222,792","2,893,537",2019,MD Allegany,2893537,,,,,,,
MD,Anne Arundel,Closed,,"858,000",,MD Anne Arundel,16139864.84,,,,,,,
MD,Anne Arundel,Closed,,"1,074,376",,MD Anne Arundel,,,,,,,,
MD,Anne Arundel,Closed,"3,844,718","3,844,718",1982,MD Anne Arundel,,,,,,,,
MD,Anne Arundel,Open,"13,099,155","8,454,059",2019,MD Anne Arundel,,,,,,,,
MD,Anne Arundel,Closed,"1,237,712","1,237,712",1982,MD Anne Arundel,,,,,,,,
MD,Anne Arundel,Closed,,"671,000",,MD Anne Arundel,,,,,,,,
MD,Anne Arundel,Closed,,,,MD Anne Arundel,,,,,,,,
MD,Baltimore,Open,"11,695,936","7,029,374",2019,MD Baltimore,17561659.9,,,,,,,
MD,Baltimore,Open,"9,144,300","2,528,416",2009,MD Baltimore,,,,,,,,
MD,Baltimore,Closed,"8,003,870","8,003,870",1986,MD Baltimore,,,,,,,,
MD,Baltimore city,Closed,,"490,000",,MD Baltimore city,13122202,,,,,,,
MD,Baltimore city,Closed,,"2,000,000",,MD Baltimore city,,,,,,,,
MD,Baltimore city,Open,"14,492,630","10,632,202",2009,MD Baltimore city,,,,,,,,
MD,Calvert,Closed,"1,763,553","364,268",2009,MD Calvert,959268,,,,,,,
MD,Calvert,Closed,,"595,000",,MD Calvert,,,,,,,,
MD,Caroline,Closed,,"1,160,000",,MD Caroline,2071883,,,,,,,
MD,Caroline,Open,"4,680,800","911,883",2019,MD Caroline,,,,,,,,
MD,Carroll,Closed,,"480,000",,MD Carroll,1008676,,,,,,,
MD,Carroll,Open,"2,207,637","528,676",2009,MD Carroll,,,,,,,,
MD,Cecil,Open,"4,047,767","3,388,892",2019,MD Cecil,3388892,,,,,,,
MD,Charles,Open,"3,370,577","1,805,797",2019,MD Charles,2887797,,,,,,,
MD,Charles,Closed,,"1,082,000",,MD Charles,,,,,,,,
MD,Dorchester,Open,"2,332,400","1,169,463",2016,MD Dorchester,2219463,,,,,,,
MD,Dorchester,Closed,,"1,050,000",1994,MD Dorchester,,,,,,,,
MD,Frederick,Unknown,,"79,172",2009,MD Frederick,4572758,,,,,,,
MD,Frederick,Open,"7,827,750","4,493,586",2018,MD Frederick,,,,,,,,
MD,Garrett,Open,,"1,314,603",2019,MD Garrett,2114603,,,,,,,
MD,Garrett,Closed,,"800,000",,MD Garrett,,,,,,,,
MD,Harford,Open,"3,069,308","2,712,134",2019,MD Harford,2712134,,,,,,,
MD,Howard,Open,"7,438,318","3,039,793",2019,MD Howard,3039793,,,,,,,
MD,Howard,Closed,,,,MD Howard,,,,,,,,
MD,Kent,Closed,,"610,000",,MD Kent,610000,,,,,,,
MD,Montgomery,Closed,,"4,800,000",,MD Montgomery,11674060,,,,,,,
MD,Montgomery,Closed,,"6,874,060",,MD Montgomery,,,,,,,,
MD,Prince George's,Open,,"18,301,227",2019,MD Prince George's,26502831,,,,,,,
MD,Prince George's,Closed,,"8,201,604",2000,MD Prince George's,,,,,,,,
MD,Queen Anne's,Closed,,"700,000",,MD Queen Anne's,728000,,,,,,,
MD,Queen Anne's,Closed,,"28,000",,MD Queen Anne's,,,,,,,,
MD,Somerset,Open,,"447,610",,MD Somerset,447610,,,,,,,
MD,St. Mary's,Closed,,"842,556",2001,MD St. Mary's,842556,,,,,,,
MD,Talbot,Closed,"2,540,831","2,540,831",2010,MD Talbot,2540831,,,,,,,
MD,Washington,Open,"11,001,883","1,984,703",2019,MD Washington,4081644,,,,,,,
MD,Washington,Closed,,"40,963",,MD Washington,,,,,,,,
MD,Washington,Closed,"2,550,000","2,055,978",2000,MD Washington,,,,,,,,
MD,Wicomico,Open,"6,240,150","3,736,006",2019,MD Wicomico,3736006,,,,,,,
MD,Worcester,Open,"3,704,400","2,340,447",2019,MD Worcester,2340447,,,,,,,
MD,Worcester,Closed,,,,MD Worcester,,,,,,,,
ME,Androscoggin,Closed,,,,ME Androscoggin,0,,,,,,,
ME,Aroostook,Open,"600,000","438,836",2019,ME Aroostook,1173151,,,,,,,
ME,Aroostook,Open,"1,890,000","734,315",2008,ME Aroostook,,,,,,,,
ME,Cumberland,Open,"410,000","316,270",2012,ME Cumberland,2891270,,,,,,,
ME,Cumberland,Open,,"900,000",2010,ME Cumberland,,,,,,,,
ME,Cumberland,Closed,,"1,675,000",,ME Cumberland,,,,,,,,
ME,Kennebec,Open,"1,520,000","1,100,000",2017,ME Kennebec,1100000,,,,,,,
ME,Knox,Closed,,,,ME Knox,0,,,,,,,
ME,Lincoln,Closed,,,,ME Lincoln,0,,,,,,,
ME,Penobscot,Closed,,,,ME Penobscot,15425437,,,,,,,
ME,Penobscot,Open,"16,868,250","9,638,333",2019,ME Penobscot,,,,,,,,
ME,Penobscot,Closed,,"5,787,104",2009,ME Penobscot,,,,,,,,
ME,Penobscot,Closed,,,,ME Penobscot,,,,,,,,
ME,Piscataquis,Closed,"125,000","85,000",2005,ME Piscataquis,85000,,,,,,,
ME,Piscataquis,Closed,,,,ME Piscataquis,,,,,,,,
ME,Sagadahoc,Closed,"892,653","404,500",2009,ME Sagadahoc,404500,,,,,,,
ME,Somerset,Closed,"16,500","13,900",2005,ME Somerset,9883919,,,,,,,
ME,Somerset,Open,"11,592,486","9,870,019",2019,ME Somerset,,,,,,,,
ME,Washington,Closed,,,,ME Washington,0,,,,,,,
MI,Alger,Open,"4,444,505","1,637,282",2019,MI Alger,1637282,,,,,,,
MI,Barry,Open,"3,661,267","3,056,753",2019,MI Barry,3056753,,,,,,,
MI,Bay,Open,"6,195,598","4,236,024",2019,MI Bay,4236024,,,,,,,
MI,Berrien,Closed,"24,456,541","24,371,451",2017,MI Berrien,36660462,,,,,,,
MI,Berrien,Open,"20,639,329","5,922,525",2019,MI Berrien,,,,,,,,
MI,Berrien,Open,"10,266,746","6,366,486",2019,MI Berrien,,,,,,,,
MI,Calhoun,Open,"15,726,893","15,586,280",2019,MI Calhoun,17613502,,,,,,,
MI,Calhoun,Closed,"2,820,483","2,027,222",1982,MI Calhoun,,,,,,,,
MI,Charlevoix,Closed,"3,894,885","3,894,885",2001,MI Charlevoix,3894885,,,,,,,
MI,Chippewa,Open,"5,668,970","1,893,403",2019,MI Chippewa,1893403,,,,,,,
MI,Clare,Open,"13,114,094","4,260,544",2019,MI Clare,4260544,,,,,,,
MI,Clinton,Open,"9,572,666","8,199,436",2019,MI Clinton,21604688,,,,,,,
MI,Clinton,Open,"22,749,369","13,405,252",2019,MI Clinton,,,,,,,,
MI,Crawford,Open,"24,745,132","5,560,148",2019,MI Crawford,5560148,,,,,,,
MI,Delta,Open,"6,837,778","1,641,440",2019,MI Delta,1641440,,,,,,,
MI,Genesee,Open,"31,621,005","16,991,700",2019,MI Genesee,33104161,,,,,,,
MI,Genesee,Open,"19,376,515","14,912,461",2019,MI Genesee,,,,,,,,
MI,Genesee,Closed,"2,458,575",,,MI Genesee,,,,,,,,
MI,Genesee,Closed,,"1,200,000",,MI Genesee,,,,,,,,
MI,Huron,Open,"2,205,000","2,132,314",2019,MI Huron,2132314,,,,,,,
MI,Ionia,Open,,,,MI Ionia,0,,,,,,,
MI,Jackson,Open,"2,635,243","2,048,188",2019,MI Jackson,2048188,,,,,,,
MI,Kent,Open,"9,092,052","8,217,619",2019,MI Kent,8217619,,,,,,,
MI,Leelanau,Open,"18,488,935","4,383,684",2019,MI Leelanau,4383684,,,,,,,
MI,Lenawee,Closed,"11,731,568","7,911,557",2013,MI Lenawee,7911557,,,,,,,
MI,Livingston,Closed,"1,306,202","1,306,202",1988,MI Livingston,1306202,,,,,,,
MI,Macomb,Open,"85,497,099","44,599,227",2019,MI Macomb,44599227,,,,,,,
MI,Manistee,Open,"13,243,098","5,512,689",2019,MI Manistee,5512689,,,,,,,
MI,Marquette,Open,"2,745,225","1,286,874",2012,MI Marquette,1286874,,,,,,,
MI,Menominee,Open,"7,844,234","5,553,288",2019,MI Menominee,5553288,,,,,,,
MI,Midland,Open,"10,931,418","9,598,998",2019,MI Midland,9598998,,,,,,,
MI,Monroe,Open,"24,431,605","21,442,069",2019,MI Monroe,21442069,,,,,,,
MI,Montcalm,Open,"15,409,277","8,007,773",2019,MI Montcalm,8007773,,,,,,,
MI,Montmorency,Open,"3,086,565","2,377,534",2019,MI Montmorency,2377534,,,,,,,
MI,Muskegon,Open,"4,217,132","3,290,110",2019,MI Muskegon,5590110,,,,,,,
MI,Muskegon,Closed,,"2,300,000",,MI Muskegon,,,,,,,,
MI,Oakland,Open,"23,341,519","12,602,954",2019,MI Oakland,37052393,,,,,,,
MI,Oakland,Closed,"6,601,132","6,601,130",1993,MI Oakland,,,,,,,,
MI,Oakland,Open,"19,148,131","17,848,309",2019,MI Oakland,,,,,,,,
MI,Ontonagon,Open,"4,482,347","2,426,837",2019,MI Ontonagon,2426837,,,,,,,
MI,Ottawa,Open,"42,583,267","13,529,031",2019,MI Ottawa,41254002,,,,,,,
MI,Ottawa,Open,"65,589,451","27,724,971",2019,MI Ottawa,,,,,,,,
MI,Presque Isle,Open,"2,973,443","1,667,838",2019,MI Presque Isle,1667838,,,,,,,
MI,Saginaw,Open,"16,273,417","11,356,710",2019,MI Saginaw,17220242,,,,,,,
MI,Saginaw,Closed,"4,863,532","4,863,532",1999,MI Saginaw,,,,,,,,
MI,Saginaw,Closed,,"1,000,000",,MI Saginaw,,,,,,,,
MI,Sanilac,Open,"26,919,384","3,216,066",2019,MI Sanilac,3216066,,,,,,,
MI,Schoolcraft,Open,,,,MI Schoolcraft,0,,,,,,,
MI,Shiawassee,Open,"21,743,672","11,003,051",2019,MI Shiawassee,11003051,,,,,,,
MI,St. Clair,Open,"29,779,152","9,017,299",2019,MI St. Clair,9017299,,,,,,,
MI,St. Joseph,Open,"55,549,408","13,574,734",2019,MI St. Joseph,13574734,,,,,,,
MI,Washtenaw,Closed,,"2,740,000",,MI Washtenaw,69195203,,,,,,,
MI,Washtenaw,Open,"95,366,291","66,455,203",2019,MI Washtenaw,,,,,,,,
MI,Wayne,Open,"101,131,895","49,694,196",2019,MI Wayne,169373213,,,,,,,
MI,Wayne,Closed,"16,202,773","15,739,832",1993,MI Wayne,,,,,,,,
MI,Wayne,Open,"39,006,679","22,996,089",2019,MI Wayne,,,,,,,,
MI,Wayne,Open,"35,920,234","23,862,571",2019,MI Wayne,,,,,,,,
MI,Wayne,Closed,,"1,000,000",,MI Wayne,,,,,,,,
MI,Wayne,Open,"58,780,061","56,080,525",2019,MI Wayne,,,,,,,,
MI,Wexford,Open,"12,987,450","4,347,179",2019,MI Wexford,4347179,,,,,,,
MN,Anoka,Closed,"3,078,526","3,078,526",1993,MN Anoka,5478526,,,,,,,
MN,Anoka,Closed,"2,400,000","2,400,000",,MN Anoka,,,,,,,,
MN,Becker,Closed,,"420,000",,MN Becker,420000,,,,,,,
MN,Blue Earth,Open,"2,470,960","1,756,650",2019,MN Blue Earth,1756650,,,,,,,
MN,Brown,Open,,"480,000",2001,MN Brown,480000,,,,,,,
MN,Clay,Open,,,,MN Clay,0,,,,,,,
MN,Cottonwood,Open,,,,MN Cottonwood,0,,,,,,,
MN,Crow Wing,Open,,"1,676,611",2019,MN Crow Wing,1676611,,,,,,,
MN,Dakota,Open,"23,218,143","14,906,116",2019,MN Dakota,39919131,,,,,,,
MN,Dakota,Closed,,"3,000,000",,MN Dakota,,,,,,,,
MN,Dakota,Open,"22,636,200","22,013,015",2019,MN Dakota,,,,,,,,
MN,Freeborn,Closed,"1,060,161","1,060,161",1993,MN Freeborn,1060161,,,,,,,
MN,Hennepin,Closed,"5,760,562","5,760,562",1988,MN Hennepin,9360562,,,,,,,
MN,Hennepin,Closed,,"1,500,000",,MN Hennepin,,,,,,,,
MN,Hennepin,Closed,,"2,100,000",,MN Hennepin,,,,,,,,
MN,Kanabec,Open,"3,006,874","2,400,786",2019,MN Kanabec,2400786,,,,,,,
MN,Kandiyohi,Open,,"1,300,000",2003,MN Kandiyohi,1300000,,,,,,,
MN,Kittson,Open,,,,MN Kittson,0,,,,,,,
MN,Lyon,Open,"2,359,523","1,680,229",2019,MN Lyon,1680229,,,,,,,
MN,McLeod,Open,"24,093,884","7,931,856",2019,MN McLeod,7931856,,,,,,,
MN,Morrison,Open,"2,574,268","1,453,955",2019,MN Morrison,1453955,,,,,,,
MN,Nobles,Open,,,,MN Nobles,0,,,,,,,
MN,Olmsted,Open,"475,019","310,640",2001,MN Olmsted,310640,,,,,,,
MN,Polk,Open,,"600,000",2003,MN Polk,600000,,,,,,,
MN,Rice,Open,"2,712,907","1,684,203",2019,MN Rice,1684203,,,,,,,
MN,Roseau,Closed,,"1,439,112",,MN Roseau,1439112,,,,,,,
MN,Scott,Closed,"2,200,000","2,200,000",,MN Scott,2200000,,,,,,,
MN,Sherburne,Open,"17,540,402","13,048,363",2019,MN Sherburne,13048363,,,,,,,
MN,St. Louis,Open,,,,MN St. Louis,2702870,,,,,,,
MN,St. Louis,Closed,"2,702,889","2,702,870",2001,MN St. Louis,,,,,,,,
MN,Stearns,Closed,,,,MN Stearns,0,,,,,,,
MN,Steele,Open,"1,604,574","1,282,381",2019,MN Steele,1282381,,,,,,,
MN,Washington,Closed,"1,540,000","1,540,000",1975,MN Washington,1540000,,,,,,,
MN,Wright,Closed,,,,MN Wright,0,,,,,,,
MN,Wright,Closed,"8,171,824",,,MN Wright,,,,,,,,
MO,Adair,Closed,,"171,483",,MO Adair,171483,,,,,,,
MO,Andrew,Closed,,"20,842",,MO Andrew,20842,,,,,,,
MO,Andrew,Closed,,,,MO Andrew,,,,,,,,
MO,Atchison,Closed,,"60,944",,MO Atchison,60944,,,,,,,
MO,Audrain,Closed,,,,MO Audrain,443456,,,,,,,
MO,Audrain,Closed,,"424,464",,MO Audrain,,,,,,,,
MO,Audrain,Closed,,"18,992",,MO Audrain,,,,,,,,
MO,Barry,Closed,,,,MO Barry,0,,,,,,,
MO,Barton,Closed,,,,MO Barton,12122641,,,,,,,
MO,Barton,Open,"21,583,377","12,122,641",2019,MO Barton,,,,,,,,
MO,Bates,Closed,,"171,124",,MO Bates,171124,,,,,,,
MO,Boone,Closed,,"135,643",,MO Boone,5066527,,,,,,,
MO,Boone,Open,"6,780,075","4,930,884",2019,MO Boone,,,,,,,,
MO,Buchanan,Open,"10,854,146","5,107,968",2019,MO Buchanan,5107968,,,,,,,
MO,Butler,Closed,"2,346,624","2,346,621",2010,MO Butler,2346621,,,,,,,
MO,Callaway,Closed,,"330,514",2007,MO Callaway,330514,,,,,,,
MO,Camden,Closed,,"88,725",,MO Camden,431445,,,,,,,
MO,Camden,Closed,,"190,440",,MO Camden,,,,,,,,
MO,Camden,Closed,,"152,280",,MO Camden,,,,,,,,
MO,Cape Girardeau,Closed,,"93,704",,MO Cape Girardeau,325530,,,,,,,
MO,Cape Girardeau,Closed,,"231,826",,MO Cape Girardeau,,,,,,,,
MO,Carroll,Closed,,,,MO Carroll,0,,,,,,,
MO,Carroll,Closed,,,,MO Carroll,,,,,,,,
MO,Cass,Closed,,"56,987",,MO Cass,56987,,,,,,,
MO,Clinton,Closed,,,,MO Clinton,0,,,,,,,
MO,Cole,Open,"7,444,124","5,564,142",2019,MO Cole,5564142,,,,,,,
MO,Cooper,Closed,,"324,335",,MO Cooper,324335,,,,,,,
MO,Crawford,Closed,,"107,440",,MO Crawford,1269858,,,,,,,
MO,Crawford,Open,"2,757,703","1,162,418",2019,MO Crawford,,,,,,,,
MO,Dade,Closed,,,,MO Dade,0,,,,,,,
MO,Dent,Closed,,"108,015",,MO Dent,108015,,,,,,,
MO,Douglas,Closed,,,,MO Douglas,0,,,,,,,
MO,Franklin,Open,,,,MO Franklin,1764898,,,,,,,
MO,Franklin,Closed,,"257,014",,MO Franklin,,,,,,,,
MO,Franklin,Closed,,,,MO Franklin,,,,,,,,
MO,Franklin,Closed,,"404,586",,MO Franklin,,,,,,,,
MO,Franklin,Closed,"1,100,000","1,100,000",2004,MO Franklin,,,,,,,,
MO,Franklin,Closed,,"3,298",,MO Franklin,,,,,,,,
MO,Gasconade,Closed,,"2,610",,MO Gasconade,540268,,,,,,,
MO,Gasconade,Closed,,"37,482",,MO Gasconade,,,,,,,,
MO,Gasconade,Closed,,"500,176",1993,MO Gasconade,,,,,,,,
MO,Greene,Open,"33,029,634","7,562,762",2019,MO Greene,7562762,,,,,,,
MO,Grundy,Closed,,"393,394",,MO Grundy,393394,,,,,,,
MO,Harrison,Closed,,,,MO Harrison,0,,,,,,,
MO,Henry,Closed,,,,MO Henry,587017,,,,,,,
MO,Henry,Closed,,"455,000",2001,MO Henry,,,,,,,,
MO,Henry,Closed,,"132,017",,MO Henry,,,,,,,,
MO,Howell,Closed,,"191,779",,MO Howell,395727,,,,,,,
MO,Howell,Closed,,"203,948",,MO Howell,,,,,,,,
MO,Iron,Closed,,"24,788",,MO Iron,24788,,,,,,,
MO,Jackson,Closed,,"141,570",,MO Jackson,25020821,,,,,,,
MO,Jackson,Open,"22,795,808","9,705,357",2019,MO Jackson,,,,,,,,
MO,Jackson,Closed,,"8,551",,MO Jackson,,,,,,,,
MO,Jackson,Closed,"3,035,604","3,007,138",2019,MO Jackson,,,,,,,,
MO,Jackson,Closed,,,,MO Jackson,,,,,,,,
MO,Jackson,Closed,"3,457,073","3,457,073",1997,MO Jackson,,,,,,,,
MO,Jackson,Closed,"6,601,132","6,601,132",2002,MO Jackson,,,,,,,,
MO,Jackson,Closed,"2,100,000","2,100,000",,MO Jackson,,,,,,,,
MO,Jasper,Closed,,"1,324,368",,MO Jasper,1324368,,,,,,,
MO,Jefferson,Closed,,"2,000,000",,MO Jefferson,2000000,,,,,,,
MO,Johnson,Closed,,"5,965,432",,MO Johnson,9911531,,,,,,,
MO,Johnson,Open,"6,471,338","3,946,099",2019,MO Johnson,,,,,,,,
MO,Lawrence,Closed,,"661,536",,MO Lawrence,661536,,,,,,,
MO,Lewis,Open,"3,642,956","2,396,629",2019,MO Lewis,2396629,,,,,,,
MO,Livingston,Closed,,"430,122",,MO Livingston,430122,,,,,,,
MO,Macon,Closed,,,,MO Macon,5915611,,,,,,,
MO,Macon,Open,"14,006,472","5,915,611",2019,MO Macon,,,,,,,,
